feature,perm_importance_mean,perm_importance_std
category_freq,0.5091677521248863,0.007106305687769164
Agent_Rating,0.2696735157985156,0.009126603722846599
order_hour,0.20848907251328835,0.005317729001688831
distance_km,0.14475798933658174,0.0030191827896044535
Agent_Age,0.14409948380391507,0.00525715674990667
order_is_weekend,-0.00012645574983937146,4.833871522295368e-05
order_month,-0.00015186377178212364,0.00044063074947344686
order_to_pickup_min,-0.00031488970691714304,0.0002355377569838425
order_dayofweek,-0.0013590640412375343,0.0003252871995594844
